nama_kabupaten_kota,periode_update,kategori,jumlah,sumber
KABUPATEN TULUNGAGUNG,2020-09,GABAH KERING PANEN,4566,kaggle
KABUPATEN TULUNGAGUNG,2020-09,JAGUNG PIPIL KERING,3385,kaggle
KABUPATEN TULUNGAGUNG,2020-09,KEDELAI,0,kaggle
KOTA BLITAR,2020-09,BERAS MEDIUM,8423,kaggle
KOTA BLITAR,2020-09,BERAS PREMIUM,9230,kaggle
KOTA BLITAR,2020-09,GABAH KERING GILING,5474,kaggle
KOTA BLITAR,2020-09,GABAH KERING PANEN,4525,kaggle
KOTA BLITAR,2020-09,JAGUNG PIPIL KERING,3533,kaggle
KOTA BLITAR,2020-09,KEDELAI,0,kaggle
KOTA KEDIRI,2020-09,BERAS MEDIUM,9013,kaggle
KOTA KEDIRI,2020-09,BERAS PREMIUM,10263,kaggle
KOTA KEDIRI,2020-09,GABAH KERING GILING,5685,kaggle
KOTA KEDIRI,2020-09,GABAH KERING PANEN,4848,kaggle
KOTA KEDIRI,2020-09,JAGUNG PIPIL KERING,3348,kaggle
KOTA KEDIRI,2020-09,KEDELAI,6800,kaggle
KOTA MALANG,2020-09,BERAS MEDIUM,9355,kaggle
KOTA MALANG,2020-09,BERAS PREMIUM,10400,kaggle
KOTA MALANG,2020-09,GABAH KERING GILING,5700,kaggle
KOTA MALANG,2020-09,GABAH KERING PANEN,4800,kaggle
KOTA MALANG,2020-09,JAGUNG PIPIL KERING,3632,kaggle
KOTA MALANG,2020-09,KEDELAI,6335,kaggle
KABUPATEN LUMAJANG,2020-09,BERAS MEDIUM,9379,kaggle
KABUPATEN LUMAJANG,2020-09,BERAS PREMIUM,10547,kaggle
KABUPATEN LUMAJANG,2020-09,GABAH KERING GILING,5747,kaggle
KABUPATEN LUMAJANG,2020-09,GABAH KERING PANEN,4747,kaggle
KABUPATEN LUMAJANG,2020-09,JAGUNG PIPIL KERING,3317,kaggle
KABUPATEN LUMAJANG,2020-09,KEDELAI,0,kaggle
KABUPATEN JEMBER,2020-09,BERAS MEDIUM,9217,kaggle
KABUPATEN JEMBER,2020-09,BERAS PREMIUM,10366,kaggle
KABUPATEN JEMBER,2020-09,GABAH KERING GILING,5616,kaggle
KABUPATEN JEMBER,2020-09,GABAH KERING PANEN,4675,kaggle
KABUPATEN JEMBER,2020-09,JAGUNG PIPIL KERING,3238,kaggle
KABUPATEN JEMBER,2020-09,KEDELAI,0,kaggle
KABUPATEN BANYUWANGI,2020-09,BERAS MEDIUM,9240,kaggle
KABUPATEN BANYUWANGI,2020-09,BERAS PREMIUM,10000,kaggle
KABUPATEN BANYUWANGI,2020-09,GABAH KERING GILING,5578,kaggle
KABUPATEN BANYUWANGI,2020-09,GABAH KERING PANEN,4693,kaggle
KABUPATEN BANYUWANGI,2020-09,JAGUNG PIPIL KERING,3004,kaggle
KABUPATEN BANYUWANGI,2020-09,KEDELAI,6541,kaggle
KABUPATEN BONDOWOSO,2020-09,BERAS MEDIUM,9425,kaggle
KABUPATEN BONDOWOSO,2020-09,BERAS PREMIUM,11125,kaggle
KABUPATEN BONDOWOSO,2020-09,GABAH KERING GILING,5708,kaggle
KABUPATEN BONDOWOSO,2020-09,GABAH KERING PANEN,4708,kaggle
KABUPATEN BONDOWOSO,2020-09,JAGUNG PIPIL KERING,3217,kaggle
KABUPATEN BONDOWOSO,2020-09,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2020-09,BERAS MEDIUM,9465,kaggle
KABUPATEN SITUBONDO,2020-09,BERAS PREMIUM,10500,kaggle
KABUPATEN SITUBONDO,2020-09,GABAH KERING GILING,5900,kaggle
KABUPATEN SITUBONDO,2020-09,GABAH KERING PANEN,4870,kaggle
KABUPATEN SITUBONDO,2020-09,JAGUNG PIPIL KERING,3258,kaggle
KABUPATEN SITUBONDO,2020-09,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2020-09,BERAS MEDIUM,9197,kaggle
KOTA PROBOLINGGO,2020-09,BERAS PREMIUM,14104,kaggle
KOTA PROBOLINGGO,2020-09,GABAH KERING GILING,5521,kaggle
KOTA PROBOLINGGO,2020-09,GABAH KERING PANEN,4397,kaggle
KOTA PROBOLINGGO,2020-09,JAGUNG PIPIL KERING,3267,kaggle
KOTA PROBOLINGGO,2020-09,KEDELAI,0,kaggle
KOTA PASURUAN,2020-09,BERAS MEDIUM,9390,kaggle
KOTA PASURUAN,2020-09,BERAS PREMIUM,9830,kaggle
KOTA PASURUAN,2020-09,GABAH KERING GILING,5285,kaggle
KOTA PASURUAN,2020-09,GABAH KERING PANEN,4586,kaggle
KOTA PASURUAN,2020-09,JAGUNG PIPIL KERING,3392,kaggle
KOTA PASURUAN,2020-09,KEDELAI,0,kaggle
KABUPATEN SIDOARJO,2020-09,BERAS MEDIUM,8917,kaggle
KABUPATEN SIDOARJO,2020-09,BERAS PREMIUM,10917,kaggle
KABUPATEN SIDOARJO,2020-09,GABAH KERING GILING,5465,kaggle
KABUPATEN SIDOARJO,2020-09,GABAH KERING PANEN,4781,kaggle
KABUPATEN SIDOARJO,2020-09,JAGUNG PIPIL KERING,4900,kaggle
KABUPATEN SIDOARJO,2020-09,KEDELAI,0,kaggle
KOTA MOJOKERTO,2020-09,BERAS PREMIUM,10000,kaggle
KOTA MOJOKERTO,2020-09,GABAH KERING GILING,5478,kaggle
KOTA MOJOKERTO,2020-09,GABAH KERING PANEN,4622,kaggle
KOTA MOJOKERTO,2020-09,BERAS MEDIUM,9053,kaggle
KOTA MOJOKERTO,2020-09,JAGUNG PIPIL KERING,3303,kaggle
KOTA MOJOKERTO,2020-09,KEDELAI,7000,kaggle
KABUPATEN JOMBANG,2020-09,BERAS MEDIUM,8538,kaggle
KABUPATEN JOMBANG,2020-09,BERAS PREMIUM,10500,kaggle
KABUPATEN JOMBANG,2020-09,GABAH KERING GILING,5504,kaggle
KABUPATEN JOMBANG,2020-09,GABAH KERING PANEN,4521,kaggle
KABUPATEN JOMBANG,2020-09,JAGUNG PIPIL KERING,3367,kaggle
KABUPATEN JOMBANG,2020-09,KEDELAI,6500,kaggle
KABUPATEN NGANJUK,2020-09,BERAS MEDIUM,8813,kaggle
KABUPATEN NGANJUK,2020-09,BERAS PREMIUM,10500,kaggle
KABUPATEN NGANJUK,2020-09,GABAH KERING GILING,5594,kaggle
KABUPATEN NGANJUK,2020-09,GABAH KERING PANEN,4781,kaggle
KABUPATEN NGANJUK,2020-09,JAGUNG PIPIL KERING,3788,kaggle
KABUPATEN NGANJUK,2020-09,KEDELAI,6000,kaggle
KOTA MADIUN,2020-09,BERAS MEDIUM,8800,kaggle
KOTA MADIUN,2020-09,BERAS PREMIUM,9500,kaggle
KOTA MADIUN,2020-09,GABAH KERING GILING,5325,kaggle
KOTA MADIUN,2020-09,GABAH KERING PANEN,4771,kaggle
KOTA MADIUN,2020-09,JAGUNG PIPIL KERING,3500,kaggle
KOTA MADIUN,2020-09,KEDELAI,0,kaggle
KABUPATEN MAGETAN,2020-09,BERAS MEDIUM,8500,kaggle
KABUPATEN MAGETAN,2020-09,BERAS PREMIUM,8500,kaggle
KABUPATEN MAGETAN,2020-09,GABAH KERING GILING,5600,kaggle
KABUPATEN MAGETAN,2020-09,GABAH KERING PANEN,4400,kaggle
KABUPATEN MAGETAN,2020-09,JAGUNG PIPIL KERING,3000,kaggle
KABUPATEN MAGETAN,2020-09,KEDELAI,6000,kaggle
KABUPATEN NGAWI,2020-09,BERAS MEDIUM,8800,kaggle
KABUPATEN NGAWI,2020-09,BERAS PREMIUM,9500,kaggle
KABUPATEN NGAWI,2020-09,GABAH KERING GILING,5300,kaggle
KABUPATEN NGAWI,2020-09,GABAH KERING PANEN,4700,kaggle
KABUPATEN NGAWI,2020-09,JAGUNG PIPIL KERING,3300,kaggle
KABUPATEN NGAWI,2020-09,KEDELAI,0,kaggle
KABUPATEN BOJONEGORO,2020-09,BERAS MEDIUM,9000,kaggle
KABUPATEN BOJONEGORO,2020-09,BERAS PREMIUM,10000,kaggle
KABUPATEN BOJONEGORO,2020-09,GABAH KERING GILING,5600,kaggle
KABUPATEN BOJONEGORO,2020-09,GABAH KERING PANEN,5000,kaggle
KABUPATEN BOJONEGORO,2020-09,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN BOJONEGORO,2020-09,KEDELAI,6500,kaggle
KABUPATEN TUBAN,2020-09,BERAS MEDIUM,8809,kaggle
KABUPATEN TUBAN,2020-09,BERAS PREMIUM,10500,kaggle
KABUPATEN TUBAN,2020-09,GABAH KERING GILING,5651,kaggle
KABUPATEN TUBAN,2020-09,GABAH KERING PANEN,4820,kaggle
KABUPATEN TUBAN,2020-09,JAGUNG PIPIL KERING,3360,kaggle
KABUPATEN TUBAN,2020-09,KEDELAI,6500,kaggle
KABUPATEN LAMONGAN,2020-09,BERAS MEDIUM,8469,kaggle
KABUPATEN LAMONGAN,2020-09,BERAS PREMIUM,10000,kaggle
KABUPATEN LAMONGAN,2020-09,GABAH KERING GILING,5600,kaggle
KABUPATEN LAMONGAN,2020-09,GABAH KERING PANEN,4825,kaggle
KABUPATEN LAMONGAN,2020-09,JAGUNG PIPIL KERING,3327,kaggle
KABUPATEN LAMONGAN,2020-09,KEDELAI,6384,kaggle
KABUPATEN GRESIK,2020-09,BERAS MEDIUM,9200,kaggle
KABUPATEN GRESIK,2020-09,BERAS PREMIUM,9900,kaggle
KABUPATEN GRESIK,2020-09,GABAH KERING GILING,5663,kaggle
KABUPATEN GRESIK,2020-09,GABAH KERING PANEN,5003,kaggle
KABUPATEN GRESIK,2020-09,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN GRESIK,2020-09,KEDELAI,0,kaggle
KABUPATEN BANGKALAN,2020-09,BERAS MEDIUM,8656,kaggle
KABUPATEN BANGKALAN,2020-09,BERAS PREMIUM,10750,kaggle
KABUPATEN BANGKALAN,2020-09,GABAH KERING GILING,5403,kaggle
KABUPATEN BANGKALAN,2020-09,GABAH KERING PANEN,4405,kaggle
KABUPATEN BANGKALAN,2020-09,JAGUNG PIPIL KERING,4500,kaggle
KABUPATEN BANGKALAN,2020-09,KEDELAI,0,kaggle
KABUPATEN SAMPANG,2020-09,BERAS MEDIUM,8518,kaggle
KABUPATEN SAMPANG,2020-09,BERAS PREMIUM,0,kaggle
KABUPATEN SAMPANG,2020-09,GABAH KERING GILING,5483,kaggle
KABUPATEN SAMPANG,2020-09,GABAH KERING PANEN,0,kaggle
KABUPATEN SAMPANG,2020-09,JAGUNG PIPIL KERING,4617,kaggle
KABUPATEN SAMPANG,2020-09,KEDELAI,0,kaggle
KABUPATEN PAMEKASAN,2020-09,BERAS MEDIUM,8719,kaggle
KABUPATEN PAMEKASAN,2020-09,BERAS PREMIUM,10313,kaggle
KABUPATEN PAMEKASAN,2020-09,GABAH KERING GILING,5313,kaggle
KABUPATEN PAMEKASAN,2020-09,GABAH KERING PANEN,0,kaggle
KABUPATEN PAMEKASAN,2020-09,JAGUNG PIPIL KERING,7000,kaggle
KABUPATEN PAMEKASAN,2020-09,KEDELAI,0,kaggle
KABUPATEN SUMENEP,2020-09,BERAS MEDIUM,8500,kaggle
KABUPATEN SUMENEP,2020-09,BERAS PREMIUM,0,kaggle
KABUPATEN SUMENEP,2020-09,GABAH KERING GILING,0,kaggle
KABUPATEN SUMENEP,2020-09,GABAH KERING PANEN,0,kaggle
KABUPATEN SUMENEP,2020-09,JAGUNG PIPIL KERING,3167,kaggle
KABUPATEN SUMENEP,2020-09,KEDELAI,6600,kaggle
KOTA KEDIRI,2020-09,BERAS MEDIUM,0,kaggle
KOTA KEDIRI,2020-09,BERAS PREMIUM,0,kaggle
KOTA KEDIRI,2020-09,GABAH KERING GILING,0,kaggle
KOTA KEDIRI,2020-09,GABAH KERING PANEN,0,kaggle
KOTA KEDIRI,2020-09,JAGUNG PIPIL KERING,0,kaggle
KOTA KEDIRI,2020-09,KEDELAI,0,kaggle
KOTA BLITAR,2020-09,BERAS MEDIUM,0,kaggle
KOTA BLITAR,2020-09,BERAS PREMIUM,0,kaggle
KOTA BLITAR,2020-09,GABAH KERING GILING,0,kaggle
KOTA BLITAR,2020-09,GABAH KERING PANEN,0,kaggle
KOTA BLITAR,2020-09,JAGUNG PIPIL KERING,0,kaggle
KOTA BLITAR,2020-09,KEDELAI,0,kaggle
KOTA MALANG,2020-09,BERAS MEDIUM,9991,kaggle
KOTA MALANG,2020-09,BERAS PREMIUM,11963,kaggle
KOTA MALANG,2020-09,GABAH KERING GILING,6012,kaggle
KOTA MALANG,2020-09,GABAH KERING PANEN,5042,kaggle
KOTA MALANG,2020-09,JAGUNG PIPIL KERING,5630,kaggle
KOTA MALANG,2020-09,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2020-09,BERAS MEDIUM,0,kaggle
KOTA PROBOLINGGO,2020-09,BERAS PREMIUM,0,kaggle
KOTA PROBOLINGGO,2020-09,GABAH KERING GILING,0,kaggle
KOTA PROBOLINGGO,2020-09,GABAH KERING PANEN,0,kaggle
KOTA PROBOLINGGO,2020-09,JAGUNG PIPIL KERING,3269,kaggle
KOTA PROBOLINGGO,2020-09,KEDELAI,0,kaggle
KOTA PASURUAN,2020-09,BERAS MEDIUM,0,kaggle
KOTA PASURUAN,2020-09,BERAS PREMIUM,0,kaggle
KOTA PASURUAN,2020-09,GABAH KERING GILING,0,kaggle
KOTA PASURUAN,2020-09,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2020-09,JAGUNG PIPIL KERING,0,kaggle
KOTA PASURUAN,2020-09,KEDELAI,0,kaggle
KOTA MOJOKERTO,2020-09,BERAS MEDIUM,0,kaggle
KOTA MOJOKERTO,2020-09,BERAS PREMIUM,0,kaggle
KOTA MOJOKERTO,2020-09,GABAH KERING GILING,0,kaggle
KOTA MOJOKERTO,2020-09,GABAH KERING PANEN,0,kaggle
KOTA MOJOKERTO,2020-09,JAGUNG PIPIL KERING,0,kaggle
KOTA MOJOKERTO,2020-09,KEDELAI,0,kaggle
KOTA MADIUN,2020-09,BERAS MEDIUM,8500,kaggle
KOTA MADIUN,2020-09,BERAS PREMIUM,9700,kaggle
KOTA MADIUN,2020-09,GABAH KERING GILING,5300,kaggle
KOTA MADIUN,2020-09,GABAH KERING PANEN,4700,kaggle
KOTA MADIUN,2020-09,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2020-09,KEDELAI,0,kaggle
KOTA SURABAYA,2020-09,BERAS MEDIUM,0,kaggle
KOTA SURABAYA,2020-09,BERAS PREMIUM,0,kaggle
KOTA SURABAYA,2020-09,GABAH KERING GILING,0,kaggle
KOTA SURABAYA,2020-09,GABAH KERING PANEN,0,kaggle
KOTA SURABAYA,2020-09,JAGUNG PIPIL KERING,0,kaggle
KOTA SURABAYA,2020-09,KEDELAI,0,kaggle
KOTA BATU,2020-09,BERAS MEDIUM,10000,kaggle
KOTA BATU,2020-09,BERAS PREMIUM,12000,kaggle
KOTA BATU,2020-09,GABAH KERING GILING,6500,kaggle
KOTA BATU,2020-09,GABAH KERING PANEN,5000,kaggle
KOTA BATU,2020-09,JAGUNG PIPIL KERING,3500,kaggle
KOTA BATU,2020-09,KEDELAI,0,kaggle
KABUPATEN PACITAN,2020-10,BERAS MEDIUM,8500,kaggle
KABUPATEN PACITAN,2020-10,BERAS PREMIUM,11000,kaggle
KABUPATEN PACITAN,2020-10,GABAH KERING GILING,5425,kaggle
KABUPATEN PACITAN,2020-10,GABAH KERING PANEN,4300,kaggle
KABUPATEN PACITAN,2020-10,JAGUNG PIPIL KERING,3775,kaggle
KABUPATEN PACITAN,2020-10,KEDELAI,0,kaggle
KABUPATEN PONOROGO,2020-10,BERAS MEDIUM,8500,kaggle
KABUPATEN PONOROGO,2020-10,BERAS PREMIUM,10500,kaggle
KABUPATEN PONOROGO,2020-10,GABAH KERING GILING,5435,kaggle
KABUPATEN PONOROGO,2020-10,GABAH KERING PANEN,4600,kaggle
KABUPATEN PONOROGO,2020-10,JAGUNG PIPIL KERING,3618,kaggle
KABUPATEN PONOROGO,2020-10,KEDELAI,0,kaggle
KABUPATEN TRENGGALEK,2020-10,BERAS MEDIUM,8300,kaggle
KABUPATEN TRENGGALEK,2020-10,BERAS PREMIUM,8700,kaggle
KABUPATEN TRENGGALEK,2020-10,GABAH KERING GILING,5400,kaggle
KABUPATEN TRENGGALEK,2020-10,GABAH KERING PANEN,4525,kaggle
KABUPATEN TRENGGALEK,2020-10,JAGUNG PIPIL KERING,3475,kaggle
KABUPATEN TRENGGALEK,2020-10,KEDELAI,7000,kaggle
KABUPATEN TULUNGAGUNG,2020-10,BERAS MEDIUM,8641,kaggle
KABUPATEN TULUNGAGUNG,2020-10,BERAS PREMIUM,9644,kaggle
KABUPATEN TULUNGAGUNG,2020-10,GABAH KERING GILING,5495,kaggle
KABUPATEN TULUNGAGUNG,2020-10,GABAH KERING PANEN,4648,kaggle
KABUPATEN TULUNGAGUNG,2020-10,JAGUNG PIPIL KERING,3747,kaggle
KABUPATEN TULUNGAGUNG,2020-10,KEDELAI,0,kaggle
KOTA BLITAR,2020-10,BERAS MEDIUM,8530,kaggle
KOTA BLITAR,2020-10,BERAS PREMIUM,9304,kaggle
KOTA BLITAR,2020-10,GABAH KERING GILING,5610,kaggle
KOTA BLITAR,2020-10,GABAH KERING PANEN,4580,kaggle
KOTA BLITAR,2020-10,JAGUNG PIPIL KERING,3665,kaggle
KOTA BLITAR,2020-10,KEDELAI,0,kaggle
KOTA KEDIRI,2020-10,BERAS MEDIUM,9131,kaggle
KOTA KEDIRI,2020-10,BERAS PREMIUM,10750,kaggle
KOTA KEDIRI,2020-10,GABAH KERING GILING,5750,kaggle
KOTA KEDIRI,2020-10,GABAH KERING PANEN,5000,kaggle
KOTA KEDIRI,2020-10,JAGUNG PIPIL KERING,3704,kaggle
KOTA KEDIRI,2020-10,KEDELAI,6800,kaggle
KOTA MALANG,2020-10,BERAS MEDIUM,9450,kaggle
KOTA MALANG,2020-10,BERAS PREMIUM,10400,kaggle
KOTA MALANG,2020-10,GABAH KERING GILING,5750,kaggle
KOTA MALANG,2020-10,GABAH KERING PANEN,4900,kaggle
KOTA MALANG,2020-10,JAGUNG PIPIL KERING,3750,kaggle
KOTA MALANG,2020-10,KEDELAI,6100,kaggle
KABUPATEN LUMAJANG,2020-10,BERAS MEDIUM,9575,kaggle
KABUPATEN LUMAJANG,2020-10,BERAS PREMIUM,10956,kaggle
KABUPATEN LUMAJANG,2020-10,GABAH KERING GILING,5917,kaggle
KABUPATEN LUMAJANG,2020-10,GABAH KERING PANEN,4967,kaggle
KABUPATEN LUMAJANG,2020-10,JAGUNG PIPIL KERING,3698,kaggle
KABUPATEN LUMAJANG,2020-10,KEDELAI,0,kaggle
KABUPATEN JEMBER,2020-10,BERAS MEDIUM,9183,kaggle
KABUPATEN JEMBER,2020-10,BERAS PREMIUM,10483,kaggle
KABUPATEN JEMBER,2020-10,GABAH KERING GILING,5700,kaggle
KABUPATEN JEMBER,2020-10,GABAH KERING PANEN,4795,kaggle
KABUPATEN JEMBER,2020-10,JAGUNG PIPIL KERING,3647,kaggle
KABUPATEN JEMBER,2020-10,KEDELAI,0,kaggle
KABUPATEN BANYUWANGI,2020-10,BERAS MEDIUM,9328,kaggle
KABUPATEN BANYUWANGI,2020-10,BERAS PREMIUM,10000,kaggle
KABUPATEN BANYUWANGI,2020-10,GABAH KERING GILING,5693,kaggle
KABUPATEN BANYUWANGI,2020-10,GABAH KERING PANEN,4804,kaggle
KABUPATEN BANYUWANGI,2020-10,JAGUNG PIPIL KERING,3582,kaggle
KABUPATEN BANYUWANGI,2020-10,KEDELAI,6748,kaggle
KABUPATEN BONDOWOSO,2020-10,BERAS MEDIUM,9450,kaggle
KABUPATEN BONDOWOSO,2020-10,BERAS PREMIUM,11500,kaggle
KABUPATEN BONDOWOSO,2020-10,GABAH KERING GILING,5800,kaggle
KABUPATEN BONDOWOSO,2020-10,GABAH KERING PANEN,4800,kaggle
KABUPATEN BONDOWOSO,2020-10,JAGUNG PIPIL KERING,3573,kaggle
KABUPATEN BONDOWOSO,2020-10,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2020-10,BERAS MEDIUM,9333,kaggle
KABUPATEN SITUBONDO,2020-10,BERAS PREMIUM,10425,kaggle
KABUPATEN SITUBONDO,2020-10,GABAH KERING GILING,5800,kaggle
KABUPATEN SITUBONDO,2020-10,GABAH KERING PANEN,4790,kaggle
KABUPATEN SITUBONDO,2020-10,JAGUNG PIPIL KERING,3598,kaggle
KABUPATEN SITUBONDO,2020-10,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2020-10,BERAS MEDIUM,9029,kaggle
KOTA PROBOLINGGO,2020-10,BERAS PREMIUM,10225,kaggle
KOTA PROBOLINGGO,2020-10,GABAH KERING GILING,5539,kaggle
KOTA PROBOLINGGO,2020-10,GABAH KERING PANEN,4600,kaggle
KOTA PROBOLINGGO,2020-10,JAGUNG PIPIL KERING,3525,kaggle
KOTA PROBOLINGGO,2020-10,KEDELAI,6000,kaggle
KOTA PASURUAN,2020-10,BERAS MEDIUM,9400,kaggle
KOTA PASURUAN,2020-10,BERAS PREMIUM,9800,kaggle
KOTA PASURUAN,2020-10,GABAH KERING GILING,5455,kaggle
KOTA PASURUAN,2020-10,GABAH KERING PANEN,4700,kaggle
KOTA PASURUAN,2020-10,JAGUNG PIPIL KERING,3706,kaggle
KOTA PASURUAN,2020-10,KEDELAI,0,kaggle
KABUPATEN SIDOARJO,2020-10,BERAS MEDIUM,9000,kaggle
KABUPATEN SIDOARJO,2020-10,BERAS PREMIUM,11000,kaggle
KABUPATEN SIDOARJO,2020-10,GABAH KERING GILING,5242,kaggle
KABUPATEN SIDOARJO,2020-10,GABAH KERING PANEN,4742,kaggle
KABUPATEN SIDOARJO,2020-10,JAGUNG PIPIL KERING,3000,kaggle
KABUPATEN SIDOARJO,2020-10,KEDELAI,0,kaggle
KOTA MOJOKERTO,2020-10,BERAS MEDIUM,9095,kaggle
KOTA MOJOKERTO,2020-10,BERAS PREMIUM,0,kaggle
KOTA MOJOKERTO,2020-10,GABAH KERING GILING,5636,kaggle
KOTA MOJOKERTO,2020-10,GABAH KERING PANEN,4736,kaggle
KOTA MOJOKERTO,2020-10,JAGUNG PIPIL KERING,3500,kaggle
KOTA MOJOKERTO,2020-10,KEDELAI,0,kaggle
KABUPATEN JOMBANG,2020-10,BERAS MEDIUM,8569,kaggle
KABUPATEN JOMBANG,2020-10,BERAS PREMIUM,10708,kaggle
KABUPATEN JOMBANG,2020-10,GABAH KERING GILING,5581,kaggle
KABUPATEN JOMBANG,2020-10,GABAH KERING PANEN,4625,kaggle
KABUPATEN JOMBANG,2020-10,JAGUNG PIPIL KERING,3658,kaggle
KABUPATEN JOMBANG,2020-10,KEDELAI,6494,kaggle
KABUPATEN NGANJUK,2020-10,BERAS MEDIUM,8961,kaggle
KABUPATEN NGANJUK,2020-10,BERAS PREMIUM,10489,kaggle
KABUPATEN NGANJUK,2020-10,GABAH KERING GILING,5509,kaggle
KABUPATEN NGANJUK,2020-10,GABAH KERING PANEN,4875,kaggle
KABUPATEN NGANJUK,2020-10,JAGUNG PIPIL KERING,3779,kaggle
KABUPATEN NGANJUK,2020-10,KEDELAI,6000,kaggle
KOTA MADIUN,2020-10,BERAS MEDIUM,8800,kaggle
KOTA MADIUN,2020-10,BERAS PREMIUM,9500,kaggle
KOTA MADIUN,2020-10,GABAH KERING GILING,5380,kaggle
KOTA MADIUN,2020-10,GABAH KERING PANEN,4880,kaggle
KOTA MADIUN,2020-10,JAGUNG PIPIL KERING,3600,kaggle
KOTA MADIUN,2020-10,KEDELAI,0,kaggle
KABUPATEN MAGETAN,2020-10,BERAS MEDIUM,8500,kaggle
KABUPATEN MAGETAN,2020-10,BERAS PREMIUM,0,kaggle
KABUPATEN MAGETAN,2020-10,GABAH KERING GILING,5600,kaggle
KABUPATEN MAGETAN,2020-10,GABAH KERING PANEN,0,kaggle
KABUPATEN MAGETAN,2020-10,JAGUNG PIPIL KERING,3538,kaggle
KABUPATEN MAGETAN,2020-10,KEDELAI,6000,kaggle
KABUPATEN NGAWI,2020-10,BERAS MEDIUM,8800,kaggle
KABUPATEN NGAWI,2020-10,BERAS PREMIUM,9500,kaggle
KABUPATEN NGAWI,2020-10,GABAH KERING GILING,5200,kaggle
KABUPATEN NGAWI,2020-10,GABAH KERING PANEN,4750,kaggle
KABUPATEN NGAWI,2020-10,JAGUNG PIPIL KERING,3550,kaggle
KABUPATEN NGAWI,2020-10,KEDELAI,0,kaggle
KABUPATEN BOJONEGORO,2020-10,BERAS MEDIUM,9000,kaggle
KABUPATEN BOJONEGORO,2020-10,BERAS PREMIUM,10000,kaggle
KABUPATEN BOJONEGORO,2020-10,GABAH KERING GILING,5800,kaggle
KABUPATEN BOJONEGORO,2020-10,GABAH KERING PANEN,5000,kaggle
KABUPATEN BOJONEGORO,2020-10,JAGUNG PIPIL KERING,3700,kaggle
KABUPATEN BOJONEGORO,2020-10,KEDELAI,6756,kaggle
KABUPATEN TUBAN,2020-10,BERAS MEDIUM,8850,kaggle
KABUPATEN TUBAN,2020-10,BERAS PREMIUM,10500,kaggle
KABUPATEN TUBAN,2020-10,GABAH KERING GILING,5757,kaggle
KABUPATEN TUBAN,2020-10,GABAH KERING PANEN,4879,kaggle
KABUPATEN TUBAN,2020-10,JAGUNG PIPIL KERING,3638,kaggle
KABUPATEN TUBAN,2020-10,KEDELAI,6500,kaggle
KABUPATEN LAMONGAN,2020-10,BERAS MEDIUM,8518,kaggle
KABUPATEN LAMONGAN,2020-10,BERAS PREMIUM,9940,kaggle
KABUPATEN LAMONGAN,2020-10,GABAH KERING GILING,5549,kaggle
KABUPATEN LAMONGAN,2020-10,GABAH KERING PANEN,4715,kaggle
KABUPATEN LAMONGAN,2020-10,JAGUNG PIPIL KERING,3595,kaggle
KABUPATEN LAMONGAN,2020-10,KEDELAI,6310,kaggle
KABUPATEN GRESIK,2020-10,BERAS MEDIUM,9375,kaggle
KABUPATEN GRESIK,2020-10,BERAS PREMIUM,10150,kaggle
KABUPATEN GRESIK,2020-10,GABAH KERING GILING,5803,kaggle
KABUPATEN GRESIK,2020-10,GABAH KERING PANEN,5102,kaggle
KABUPATEN GRESIK,2020-10,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN GRESIK,2020-10,KEDELAI,0,kaggle
KABUPATEN BANGKALAN,2020-10,BERAS MEDIUM,10750,kaggle
KABUPATEN BANGKALAN,2020-10,BERAS PREMIUM,10750,kaggle
KABUPATEN BANGKALAN,2020-10,GABAH KERING GILING,5500,kaggle
KABUPATEN BANGKALAN,2020-10,GABAH KERING PANEN,4500,kaggle
KABUPATEN BANGKALAN,2020-10,JAGUNG PIPIL KERING,4150,kaggle
KABUPATEN BANGKALAN,2020-10,KEDELAI,0,kaggle
KABUPATEN SAMPANG,2020-10,BERAS MEDIUM,0,kaggle
KABUPATEN SAMPANG,2020-10,BERAS PREMIUM,0,kaggle
KABUPATEN SAMPANG,2020-10,GABAH KERING GILING,0,kaggle
KABUPATEN SAMPANG,2020-10,GABAH KERING PANEN,0,kaggle
KABUPATEN SAMPANG,2020-10,JAGUNG PIPIL KERING,4905,kaggle
KABUPATEN SAMPANG,2020-10,KEDELAI,0,kaggle
KABUPATEN PAMEKASAN,2020-10,BERAS MEDIUM,10500,kaggle
KABUPATEN PAMEKASAN,2020-10,BERAS PREMIUM,10500,kaggle
KABUPATEN PAMEKASAN,2020-10,GABAH KERING GILING,5500,kaggle
KABUPATEN PAMEKASAN,2020-10,GABAH KERING PANEN,0,kaggle
KABUPATEN PAMEKASAN,2020-10,JAGUNG PIPIL KERING,5214,kaggle
KABUPATEN PAMEKASAN,2020-10,KEDELAI,0,kaggle
