nama_kabupaten_kota,periode_update,kategori,jumlah,sumber
KABUPATEN GRESIK,2020-02,GABAH KERING PANEN,0,kaggle
KABUPATEN GRESIK,2020-02,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN GRESIK,2020-02,KEDELAI,0,kaggle
KABUPATEN BANGKALAN,2020-02,BERAS MEDIUM,8375,kaggle
KABUPATEN BANGKALAN,2020-02,BERAS PREMIUM,10150,kaggle
KABUPATEN BANGKALAN,2020-02,GABAH KERING GILING,5500,kaggle
KABUPATEN BANGKALAN,2020-02,GABAH KERING PANEN,4463,kaggle
KABUPATEN BANGKALAN,2020-02,JAGUNG PIPIL KERING,4508,kaggle
KABUPATEN BANGKALAN,2020-02,KEDELAI,0,kaggle
KABUPATEN SAMPANG,2020-02,BERAS MEDIUM,8975,kaggle
KABUPATEN SAMPANG,2020-02,BERAS PREMIUM,0,kaggle
KABUPATEN SAMPANG,2020-02,GABAH KERING GILING,0,kaggle
KABUPATEN SAMPANG,2020-02,GABAH KERING PANEN,0,kaggle
KABUPATEN SAMPANG,2020-02,JAGUNG PIPIL KERING,4683,kaggle
KABUPATEN SAMPANG,2020-02,KEDELAI,0,kaggle
KABUPATEN PAMEKASAN,2020-02,BERAS MEDIUM,7650,kaggle
KABUPATEN PAMEKASAN,2020-02,BERAS PREMIUM,8000,kaggle
KABUPATEN PAMEKASAN,2020-02,GABAH KERING GILING,4600,kaggle
KABUPATEN PAMEKASAN,2020-02,GABAH KERING PANEN,0,kaggle
KABUPATEN PAMEKASAN,2020-02,JAGUNG PIPIL KERING,4050,kaggle
KABUPATEN PAMEKASAN,2020-02,KEDELAI,5400,kaggle
KABUPATEN SUMENEP,2020-02,BERAS MEDIUM,9005,kaggle
KABUPATEN SUMENEP,2020-02,BERAS PREMIUM,0,kaggle
KABUPATEN SUMENEP,2020-02,GABAH KERING GILING,5500,kaggle
KABUPATEN SUMENEP,2020-02,GABAH KERING PANEN,0,kaggle
KABUPATEN SUMENEP,2020-02,JAGUNG PIPIL KERING,4833,kaggle
KABUPATEN SUMENEP,2020-02,KEDELAI,6000,kaggle
KOTA KEDIRI,2020-02,BERAS MEDIUM,0,kaggle
KOTA KEDIRI,2020-02,BERAS PREMIUM,0,kaggle
KOTA KEDIRI,2020-02,GABAH KERING GILING,0,kaggle
KOTA KEDIRI,2020-02,GABAH KERING PANEN,0,kaggle
KOTA KEDIRI,2020-02,JAGUNG PIPIL KERING,0,kaggle
KOTA KEDIRI,2020-02,KEDELAI,0,kaggle
KOTA BLITAR,2020-02,BERAS MEDIUM,8806,kaggle
KOTA BLITAR,2020-02,BERAS PREMIUM,9871,kaggle
KOTA BLITAR,2020-02,GABAH KERING GILING,0,kaggle
KOTA BLITAR,2020-02,GABAH KERING PANEN,0,kaggle
KOTA BLITAR,2020-02,JAGUNG PIPIL KERING,4525,kaggle
KOTA BLITAR,2020-02,KEDELAI,0,kaggle
KOTA MALANG,2020-02,BERAS MEDIUM,9300,kaggle
KOTA MALANG,2020-02,BERAS PREMIUM,10800,kaggle
KOTA MALANG,2020-02,GABAH KERING GILING,5888,kaggle
KOTA MALANG,2020-02,GABAH KERING PANEN,5200,kaggle
KOTA MALANG,2020-02,JAGUNG PIPIL KERING,4888,kaggle
KOTA MALANG,2020-02,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2020-02,BERAS MEDIUM,0,kaggle
KOTA PROBOLINGGO,2020-02,BERAS PREMIUM,0,kaggle
KOTA PROBOLINGGO,2020-02,GABAH KERING GILING,0,kaggle
KOTA PROBOLINGGO,2020-02,GABAH KERING PANEN,4350,kaggle
KOTA PROBOLINGGO,2020-02,JAGUNG PIPIL KERING,4460,kaggle
KOTA PROBOLINGGO,2020-02,KEDELAI,0,kaggle
KOTA PASURUAN,2020-02,BERAS MEDIUM,0,kaggle
KOTA PASURUAN,2020-02,BERAS PREMIUM,0,kaggle
KOTA PASURUAN,2020-02,GABAH KERING GILING,0,kaggle
KOTA PASURUAN,2020-02,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2020-02,JAGUNG PIPIL KERING,0,kaggle
KOTA PASURUAN,2020-02,KEDELAI,0,kaggle
KOTA MOJOKERTO,2020-02,BERAS MEDIUM,0,kaggle
KOTA MOJOKERTO,2020-02,BERAS PREMIUM,0,kaggle
KOTA MOJOKERTO,2020-02,GABAH KERING GILING,0,kaggle
KOTA MOJOKERTO,2020-02,GABAH KERING PANEN,0,kaggle
KOTA MOJOKERTO,2020-02,JAGUNG PIPIL KERING,0,kaggle
KOTA MOJOKERTO,2020-02,KEDELAI,0,kaggle
KOTA MADIUN,2020-02,BERAS MEDIUM,8755,kaggle
KOTA MADIUN,2020-02,BERAS PREMIUM,9520,kaggle
KOTA MADIUN,2020-02,GABAH KERING GILING,5890,kaggle
KOTA MADIUN,2020-02,GABAH KERING PANEN,0,kaggle
KOTA MADIUN,2020-02,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2020-02,KEDELAI,0,kaggle
KOTA SURABAYA,2020-02,BERAS MEDIUM,11071,kaggle
KOTA SURABAYA,2020-02,BERAS PREMIUM,12329,kaggle
KOTA SURABAYA,2020-02,GABAH KERING GILING,0,kaggle
KOTA SURABAYA,2020-02,GABAH KERING PANEN,0,kaggle
KOTA SURABAYA,2020-02,JAGUNG PIPIL KERING,8917,kaggle
KOTA SURABAYA,2020-02,KEDELAI,8333,kaggle
KOTA BATU,2020-02,BERAS MEDIUM,0,kaggle
KOTA BATU,2020-02,BERAS PREMIUM,8167,kaggle
KOTA BATU,2020-02,GABAH KERING GILING,5811,kaggle
KOTA BATU,2020-02,GABAH KERING PANEN,5000,kaggle
KOTA BATU,2020-02,JAGUNG PIPIL KERING,4500,kaggle
KOTA BATU,2020-02,KEDELAI,0,kaggle
KABUPATEN PACITAN,2020-03,BERAS MEDIUM,8625,kaggle
KABUPATEN PACITAN,2020-03,BERAS PREMIUM,10500,kaggle
KABUPATEN PACITAN,2020-03,GABAH KERING GILING,5500,kaggle
KABUPATEN PACITAN,2020-03,GABAH KERING PANEN,0,kaggle
KABUPATEN PACITAN,2020-03,JAGUNG PIPIL KERING,4000,kaggle
KABUPATEN PACITAN,2020-03,KEDELAI,0,kaggle
KABUPATEN PONOROGO,2020-03,BERAS MEDIUM,9060,kaggle
KABUPATEN PONOROGO,2020-03,BERAS PREMIUM,10500,kaggle
KABUPATEN PONOROGO,2020-03,GABAH KERING GILING,5648,kaggle
KABUPATEN PONOROGO,2020-03,GABAH KERING PANEN,4478,kaggle
KABUPATEN PONOROGO,2020-03,JAGUNG PIPIL KERING,3917,kaggle
KABUPATEN PONOROGO,2020-03,KEDELAI,7530,kaggle
KABUPATEN TRENGGALEK,2020-03,BERAS MEDIUM,8200,kaggle
KABUPATEN TRENGGALEK,2020-03,BERAS PREMIUM,8600,kaggle
KABUPATEN TRENGGALEK,2020-03,GABAH KERING GILING,5350,kaggle
KABUPATEN TRENGGALEK,2020-03,GABAH KERING PANEN,4350,kaggle
KABUPATEN TRENGGALEK,2020-03,JAGUNG PIPIL KERING,3825,kaggle
KABUPATEN TRENGGALEK,2020-03,KEDELAI,5919,kaggle
KABUPATEN TULUNGAGUNG,2020-03,BERAS MEDIUM,8910,kaggle
KABUPATEN TULUNGAGUNG,2020-03,BERAS PREMIUM,9910,kaggle
KABUPATEN TULUNGAGUNG,2020-03,GABAH KERING GILING,5568,kaggle
KABUPATEN TULUNGAGUNG,2020-03,GABAH KERING PANEN,4593,kaggle
KABUPATEN TULUNGAGUNG,2020-03,JAGUNG PIPIL KERING,4300,kaggle
KABUPATEN TULUNGAGUNG,2020-03,KEDELAI,0,kaggle
KOTA BLITAR,2020-03,BERAS MEDIUM,8373,kaggle
KOTA BLITAR,2020-03,BERAS PREMIUM,9460,kaggle
KOTA BLITAR,2020-03,GABAH KERING GILING,5525,kaggle
KOTA BLITAR,2020-03,GABAH KERING PANEN,4752,kaggle
KOTA BLITAR,2020-03,JAGUNG PIPIL KERING,4533,kaggle
KOTA BLITAR,2020-03,KEDELAI,0,kaggle
KOTA KEDIRI,2020-03,BERAS MEDIUM,8844,kaggle
KOTA KEDIRI,2020-03,BERAS PREMIUM,10458,kaggle
KOTA KEDIRI,2020-03,GABAH KERING GILING,5566,kaggle
KOTA KEDIRI,2020-03,GABAH KERING PANEN,4311,kaggle
KOTA KEDIRI,2020-03,JAGUNG PIPIL KERING,4129,kaggle
KOTA KEDIRI,2020-03,KEDELAI,6800,kaggle
KOTA MALANG,2020-03,BERAS MEDIUM,9350,kaggle
KOTA MALANG,2020-03,BERAS PREMIUM,9960,kaggle
KOTA MALANG,2020-03,GABAH KERING GILING,5796,kaggle
KOTA MALANG,2020-03,GABAH KERING PANEN,4996,kaggle
KOTA MALANG,2020-03,JAGUNG PIPIL KERING,4521,kaggle
KOTA MALANG,2020-03,KEDELAI,6848,kaggle
KABUPATEN LUMAJANG,2020-03,BERAS MEDIUM,9250,kaggle
KABUPATEN LUMAJANG,2020-03,BERAS PREMIUM,10000,kaggle
KABUPATEN LUMAJANG,2020-03,GABAH KERING GILING,5747,kaggle
KABUPATEN LUMAJANG,2020-03,GABAH KERING PANEN,4703,kaggle
KABUPATEN LUMAJANG,2020-03,JAGUNG PIPIL KERING,4593,kaggle
KABUPATEN LUMAJANG,2020-03,KEDELAI,0,kaggle
KABUPATEN JEMBER,2020-03,BERAS MEDIUM,8750,kaggle
KABUPATEN JEMBER,2020-03,BERAS PREMIUM,10160,kaggle
KABUPATEN JEMBER,2020-03,GABAH KERING GILING,5520,kaggle
KABUPATEN JEMBER,2020-03,GABAH KERING PANEN,4587,kaggle
KABUPATEN JEMBER,2020-03,JAGUNG PIPIL KERING,4403,kaggle
KABUPATEN JEMBER,2020-03,KEDELAI,6700,kaggle
KABUPATEN BANYUWANGI,2020-03,BERAS MEDIUM,9058,kaggle
KABUPATEN BANYUWANGI,2020-03,BERAS PREMIUM,10000,kaggle
KABUPATEN BANYUWANGI,2020-03,GABAH KERING GILING,5493,kaggle
KABUPATEN BANYUWANGI,2020-03,GABAH KERING PANEN,4787,kaggle
KABUPATEN BANYUWANGI,2020-03,JAGUNG PIPIL KERING,4327,kaggle
KABUPATEN BANYUWANGI,2020-03,KEDELAI,6623,kaggle
KABUPATEN BONDOWOSO,2020-03,BERAS MEDIUM,8950,kaggle
KABUPATEN BONDOWOSO,2020-03,BERAS PREMIUM,10075,kaggle
KABUPATEN BONDOWOSO,2020-03,GABAH KERING GILING,4985,kaggle
KABUPATEN BONDOWOSO,2020-03,GABAH KERING PANEN,4478,kaggle
KABUPATEN BONDOWOSO,2020-03,JAGUNG PIPIL KERING,4042,kaggle
KABUPATEN BONDOWOSO,2020-03,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2020-03,BERAS MEDIUM,9338,kaggle
KABUPATEN SITUBONDO,2020-03,BERAS PREMIUM,10495,kaggle
KABUPATEN SITUBONDO,2020-03,GABAH KERING GILING,5697,kaggle
KABUPATEN SITUBONDO,2020-03,GABAH KERING PANEN,4779,kaggle
KABUPATEN SITUBONDO,2020-03,JAGUNG PIPIL KERING,4295,kaggle
KABUPATEN SITUBONDO,2020-03,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2020-03,BERAS MEDIUM,9343,kaggle
KOTA PROBOLINGGO,2020-03,BERAS PREMIUM,10808,kaggle
KOTA PROBOLINGGO,2020-03,GABAH KERING GILING,5570,kaggle
KOTA PROBOLINGGO,2020-03,GABAH KERING PANEN,4668,kaggle
KOTA PROBOLINGGO,2020-03,JAGUNG PIPIL KERING,4371,kaggle
KOTA PROBOLINGGO,2020-03,KEDELAI,6400,kaggle
KOTA PASURUAN,2020-03,BERAS MEDIUM,9360,kaggle
KOTA PASURUAN,2020-03,BERAS PREMIUM,9710,kaggle
KOTA PASURUAN,2020-03,GABAH KERING GILING,5458,kaggle
KOTA PASURUAN,2020-03,GABAH KERING PANEN,4600,kaggle
KOTA PASURUAN,2020-03,JAGUNG PIPIL KERING,4258,kaggle
KOTA PASURUAN,2020-03,KEDELAI,0,kaggle
KABUPATEN SIDOARJO,2020-03,BERAS MEDIUM,9400,kaggle
KABUPATEN SIDOARJO,2020-03,BERAS PREMIUM,10500,kaggle
KABUPATEN SIDOARJO,2020-03,GABAH KERING GILING,5400,kaggle
KABUPATEN SIDOARJO,2020-03,GABAH KERING PANEN,4500,kaggle
KABUPATEN SIDOARJO,2020-03,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN SIDOARJO,2020-03,KEDELAI,0,kaggle
KOTA MOJOKERTO,2020-03,BERAS MEDIUM,9263,kaggle
KOTA MOJOKERTO,2020-03,BERAS PREMIUM,10218,kaggle
KOTA MOJOKERTO,2020-03,GABAH KERING GILING,5706,kaggle
KOTA MOJOKERTO,2020-03,GABAH KERING PANEN,4635,kaggle
KOTA MOJOKERTO,2020-03,JAGUNG PIPIL KERING,4340,kaggle
KOTA MOJOKERTO,2020-03,KEDELAI,7000,kaggle
KABUPATEN JOMBANG,2020-03,BERAS MEDIUM,8763,kaggle
KABUPATEN JOMBANG,2020-03,BERAS PREMIUM,10363,kaggle
KABUPATEN JOMBANG,2020-03,GABAH KERING GILING,5556,kaggle
KABUPATEN JOMBANG,2020-03,GABAH KERING PANEN,4656,kaggle
KABUPATEN JOMBANG,2020-03,JAGUNG PIPIL KERING,4350,kaggle
KABUPATEN JOMBANG,2020-03,KEDELAI,6500,kaggle
KABUPATEN NGANJUK,2020-03,BERAS MEDIUM,8800,kaggle
KABUPATEN NGANJUK,2020-03,BERAS PREMIUM,10417,kaggle
KABUPATEN NGANJUK,2020-03,GABAH KERING GILING,5388,kaggle
KABUPATEN NGANJUK,2020-03,GABAH KERING PANEN,4579,kaggle
KABUPATEN NGANJUK,2020-03,JAGUNG PIPIL KERING,3900,kaggle
KABUPATEN NGANJUK,2020-03,KEDELAI,6000,kaggle
KOTA MADIUN,2020-03,BERAS MEDIUM,8865,kaggle
KOTA MADIUN,2020-03,BERAS PREMIUM,0,kaggle
KOTA MADIUN,2020-03,GABAH KERING GILING,5300,kaggle
KOTA MADIUN,2020-03,GABAH KERING PANEN,4538,kaggle
KOTA MADIUN,2020-03,JAGUNG PIPIL KERING,4390,kaggle
KOTA MADIUN,2020-03,KEDELAI,0,kaggle
KABUPATEN MAGETAN,2020-03,BERAS MEDIUM,8883,kaggle
KABUPATEN MAGETAN,2020-03,BERAS PREMIUM,0,kaggle
KABUPATEN MAGETAN,2020-03,GABAH KERING GILING,5583,kaggle
KABUPATEN MAGETAN,2020-03,GABAH KERING PANEN,4800,kaggle
KABUPATEN MAGETAN,2020-03,JAGUNG PIPIL KERING,4625,kaggle
KABUPATEN MAGETAN,2020-03,KEDELAI,0,kaggle
KABUPATEN NGAWI,2020-03,BERAS MEDIUM,8573,kaggle
KABUPATEN NGAWI,2020-03,BERAS PREMIUM,10500,kaggle
KABUPATEN NGAWI,2020-03,GABAH KERING GILING,5201,kaggle
KABUPATEN NGAWI,2020-03,GABAH KERING PANEN,4618,kaggle
KABUPATEN NGAWI,2020-03,JAGUNG PIPIL KERING,4001,kaggle
KABUPATEN NGAWI,2020-03,KEDELAI,6463,kaggle
KABUPATEN BOJONEGORO,2020-03,BERAS MEDIUM,9000,kaggle
KABUPATEN BOJONEGORO,2020-03,BERAS PREMIUM,10000,kaggle
KABUPATEN BOJONEGORO,2020-03,GABAH KERING GILING,5900,kaggle
KABUPATEN BOJONEGORO,2020-03,GABAH KERING PANEN,4850,kaggle
KABUPATEN BOJONEGORO,2020-03,JAGUNG PIPIL KERING,4050,kaggle
KABUPATEN BOJONEGORO,2020-03,KEDELAI,6600,kaggle
KABUPATEN TUBAN,2020-03,BERAS MEDIUM,8758,kaggle
KABUPATEN TUBAN,2020-03,BERAS PREMIUM,10475,kaggle
KABUPATEN TUBAN,2020-03,GABAH KERING GILING,5585,kaggle
KABUPATEN TUBAN,2020-03,GABAH KERING PANEN,4533,kaggle
KABUPATEN TUBAN,2020-03,JAGUNG PIPIL KERING,3986,kaggle
KABUPATEN TUBAN,2020-03,KEDELAI,6800,kaggle
KABUPATEN LAMONGAN,2020-03,BERAS MEDIUM,8744,kaggle
KABUPATEN LAMONGAN,2020-03,BERAS PREMIUM,9947,kaggle
KABUPATEN LAMONGAN,2020-03,GABAH KERING GILING,5594,kaggle
KABUPATEN LAMONGAN,2020-03,GABAH KERING PANEN,4579,kaggle
KABUPATEN LAMONGAN,2020-03,JAGUNG PIPIL KERING,4031,kaggle
KABUPATEN LAMONGAN,2020-03,KEDELAI,6118,kaggle
KABUPATEN GRESIK,2020-03,BERAS MEDIUM,9165,kaggle
KABUPATEN GRESIK,2020-03,BERAS PREMIUM,10240,kaggle
KABUPATEN GRESIK,2020-03,GABAH KERING GILING,5765,kaggle
KABUPATEN GRESIK,2020-03,GABAH KERING PANEN,4765,kaggle
KABUPATEN GRESIK,2020-03,JAGUNG PIPIL KERING,0,kaggle
KABUPATEN GRESIK,2020-03,KEDELAI,0,kaggle
KABUPATEN BANGKALAN,2020-03,BERAS MEDIUM,8275,kaggle
KABUPATEN BANGKALAN,2020-03,BERAS PREMIUM,10500,kaggle
KABUPATEN BANGKALAN,2020-03,GABAH KERING GILING,5358,kaggle
KABUPATEN BANGKALAN,2020-03,GABAH KERING PANEN,4423,kaggle
KABUPATEN BANGKALAN,2020-03,JAGUNG PIPIL KERING,4040,kaggle
KABUPATEN BANGKALAN,2020-03,KEDELAI,0,kaggle
KABUPATEN SAMPANG,2020-03,BERAS MEDIUM,8944,kaggle
KABUPATEN SAMPANG,2020-03,BERAS PREMIUM,10650,kaggle
KABUPATEN SAMPANG,2020-03,GABAH KERING GILING,5300,kaggle
KABUPATEN SAMPANG,2020-03,GABAH KERING PANEN,4200,kaggle
KABUPATEN SAMPANG,2020-03,JAGUNG PIPIL KERING,4439,kaggle
KABUPATEN SAMPANG,2020-03,KEDELAI,0,kaggle
KABUPATEN PAMEKASAN,2020-03,BERAS MEDIUM,7650,kaggle
KABUPATEN PAMEKASAN,2020-03,BERAS PREMIUM,8000,kaggle
KABUPATEN PAMEKASAN,2020-03,GABAH KERING GILING,4650,kaggle
KABUPATEN PAMEKASAN,2020-03,GABAH KERING PANEN,0,kaggle
KABUPATEN PAMEKASAN,2020-03,JAGUNG PIPIL KERING,4050,kaggle
KABUPATEN PAMEKASAN,2020-03,KEDELAI,5400,kaggle
KABUPATEN SUMENEP,2020-03,BERAS MEDIUM,9055,kaggle
KABUPATEN SUMENEP,2020-03,BERAS PREMIUM,0,kaggle
KABUPATEN SUMENEP,2020-03,GABAH KERING GILING,0,kaggle
KABUPATEN SUMENEP,2020-03,GABAH KERING PANEN,0,kaggle
KABUPATEN SUMENEP,2020-03,JAGUNG PIPIL KERING,4021,kaggle
KABUPATEN SUMENEP,2020-03,KEDELAI,6000,kaggle
KOTA KEDIRI,2020-03,BERAS MEDIUM,0,kaggle
KOTA KEDIRI,2020-03,BERAS PREMIUM,0,kaggle
KOTA KEDIRI,2020-03,GABAH KERING GILING,0,kaggle
KOTA KEDIRI,2020-03,GABAH KERING PANEN,0,kaggle
KOTA KEDIRI,2020-03,JAGUNG PIPIL KERING,0,kaggle
KOTA KEDIRI,2020-03,KEDELAI,0,kaggle
KOTA BLITAR,2020-03,BERAS MEDIUM,8600,kaggle
KOTA BLITAR,2020-03,BERAS PREMIUM,9700,kaggle
KOTA BLITAR,2020-03,GABAH KERING GILING,0,kaggle
KOTA BLITAR,2020-03,GABAH KERING PANEN,0,kaggle
KOTA BLITAR,2020-03,JAGUNG PIPIL KERING,0,kaggle
KOTA BLITAR,2020-03,KEDELAI,0,kaggle
KOTA MALANG,2020-03,BERAS MEDIUM,9779,kaggle
KOTA MALANG,2020-03,BERAS PREMIUM,11432,kaggle
KOTA MALANG,2020-03,GABAH KERING GILING,5618,kaggle
KOTA MALANG,2020-03,GABAH KERING PANEN,4963,kaggle
KOTA MALANG,2020-03,JAGUNG PIPIL KERING,4800,kaggle
KOTA MALANG,2020-03,KEDELAI,0,kaggle
KOTA PROBOLINGGO,2020-03,BERAS MEDIUM,8317,kaggle
KOTA PROBOLINGGO,2020-03,BERAS PREMIUM,0,kaggle
KOTA PROBOLINGGO,2020-03,GABAH KERING GILING,0,kaggle
KOTA PROBOLINGGO,2020-03,GABAH KERING PANEN,4350,kaggle
KOTA PROBOLINGGO,2020-03,JAGUNG PIPIL KERING,3900,kaggle
KOTA PROBOLINGGO,2020-03,KEDELAI,0,kaggle
KOTA PASURUAN,2020-03,BERAS MEDIUM,0,kaggle
KOTA PASURUAN,2020-03,BERAS PREMIUM,0,kaggle
KOTA PASURUAN,2020-03,GABAH KERING GILING,0,kaggle
KOTA PASURUAN,2020-03,GABAH KERING PANEN,0,kaggle
KOTA PASURUAN,2020-03,JAGUNG PIPIL KERING,0,kaggle
KOTA PASURUAN,2020-03,KEDELAI,0,kaggle
KOTA MOJOKERTO,2020-03,BERAS MEDIUM,0,kaggle
KOTA MOJOKERTO,2020-03,BERAS PREMIUM,0,kaggle
KOTA MOJOKERTO,2020-03,GABAH KERING GILING,0,kaggle
KOTA MOJOKERTO,2020-03,GABAH KERING PANEN,0,kaggle
KOTA MOJOKERTO,2020-03,JAGUNG PIPIL KERING,0,kaggle
KOTA MOJOKERTO,2020-03,KEDELAI,0,kaggle
KOTA MADIUN,2020-03,BERAS MEDIUM,9160,kaggle
KOTA MADIUN,2020-03,BERAS PREMIUM,9800,kaggle
KOTA MADIUN,2020-03,GABAH KERING GILING,5640,kaggle
KOTA MADIUN,2020-03,GABAH KERING PANEN,4630,kaggle
KOTA MADIUN,2020-03,JAGUNG PIPIL KERING,0,kaggle
KOTA MADIUN,2020-03,KEDELAI,0,kaggle
KOTA SURABAYA,2020-03,BERAS MEDIUM,11098,kaggle
KOTA SURABAYA,2020-03,BERAS PREMIUM,12329,kaggle
KOTA SURABAYA,2020-03,GABAH KERING GILING,0,kaggle
KOTA SURABAYA,2020-03,GABAH KERING PANEN,0,kaggle
KOTA SURABAYA,2020-03,JAGUNG PIPIL KERING,9375,kaggle
KOTA SURABAYA,2020-03,KEDELAI,8303,kaggle
KOTA BATU,2020-03,BERAS MEDIUM,10750,kaggle
KOTA BATU,2020-03,BERAS PREMIUM,15000,kaggle
KOTA BATU,2020-03,GABAH KERING GILING,5900,kaggle
KOTA BATU,2020-03,GABAH KERING PANEN,4700,kaggle
KOTA BATU,2020-03,JAGUNG PIPIL KERING,4100,kaggle
KOTA BATU,2020-03,KEDELAI,0,kaggle
KABUPATEN PACITAN,2020-04,BERAS MEDIUM,9000,kaggle
KABUPATEN PACITAN,2020-04,BERAS PREMIUM,10500,kaggle
KABUPATEN PACITAN,2020-04,GABAH KERING GILING,5413,kaggle
KABUPATEN PACITAN,2020-04,GABAH KERING PANEN,4200,kaggle
KABUPATEN PACITAN,2020-04,JAGUNG PIPIL KERING,4019,kaggle
KABUPATEN PACITAN,2020-04,KEDELAI,0,kaggle
KABUPATEN PONOROGO,2020-04,BERAS MEDIUM,9272,kaggle
KABUPATEN PONOROGO,2020-04,BERAS PREMIUM,10500,kaggle
KABUPATEN PONOROGO,2020-04,GABAH KERING GILING,5285,kaggle
KABUPATEN PONOROGO,2020-04,GABAH KERING PANEN,4146,kaggle
KABUPATEN PONOROGO,2020-04,JAGUNG PIPIL KERING,3743,kaggle
KABUPATEN PONOROGO,2020-04,KEDELAI,0,kaggle
KABUPATEN TRENGGALEK,2020-04,BERAS MEDIUM,8150,kaggle
KABUPATEN TRENGGALEK,2020-04,BERAS PREMIUM,8608,kaggle
KABUPATEN TRENGGALEK,2020-04,GABAH KERING GILING,5144,kaggle
KABUPATEN TRENGGALEK,2020-04,GABAH KERING PANEN,3978,kaggle
KABUPATEN TRENGGALEK,2020-04,JAGUNG PIPIL KERING,3450,kaggle
KABUPATEN TRENGGALEK,2020-04,KEDELAI,6050,kaggle
KABUPATEN TULUNGAGUNG,2020-04,BERAS MEDIUM,8819,kaggle
KABUPATEN TULUNGAGUNG,2020-04,BERAS PREMIUM,9841,kaggle
KABUPATEN TULUNGAGUNG,2020-04,GABAH KERING GILING,5378,kaggle
KABUPATEN TULUNGAGUNG,2020-04,GABAH KERING PANEN,4349,kaggle
KABUPATEN TULUNGAGUNG,2020-04,JAGUNG PIPIL KERING,3853,kaggle
KABUPATEN TULUNGAGUNG,2020-04,KEDELAI,0,kaggle
KOTA BLITAR,2020-04,BERAS MEDIUM,8466,kaggle
KOTA BLITAR,2020-04,BERAS PREMIUM,9381,kaggle
KOTA BLITAR,2020-04,GABAH KERING GILING,5513,kaggle
KOTA BLITAR,2020-04,GABAH KERING PANEN,4467,kaggle
KOTA BLITAR,2020-04,JAGUNG PIPIL KERING,4106,kaggle
KOTA BLITAR,2020-04,KEDELAI,0,kaggle
KOTA KEDIRI,2020-04,BERAS MEDIUM,8652,kaggle
KOTA KEDIRI,2020-04,BERAS PREMIUM,10000,kaggle
KOTA KEDIRI,2020-04,GABAH KERING GILING,5268,kaggle
KOTA KEDIRI,2020-04,GABAH KERING PANEN,4224,kaggle
KOTA KEDIRI,2020-04,JAGUNG PIPIL KERING,3865,kaggle
KOTA KEDIRI,2020-04,KEDELAI,6800,kaggle
KOTA MALANG,2020-04,BERAS MEDIUM,9346,kaggle
KOTA MALANG,2020-04,BERAS PREMIUM,10000,kaggle
KOTA MALANG,2020-04,GABAH KERING GILING,5634,kaggle
KOTA MALANG,2020-04,GABAH KERING PANEN,4822,kaggle
KOTA MALANG,2020-04,JAGUNG PIPIL KERING,4027,kaggle
KOTA MALANG,2020-04,KEDELAI,6693,kaggle
KABUPATEN LUMAJANG,2020-04,BERAS MEDIUM,9238,kaggle
KABUPATEN LUMAJANG,2020-04,BERAS PREMIUM,10000,kaggle
KABUPATEN LUMAJANG,2020-04,GABAH KERING GILING,5191,kaggle
KABUPATEN LUMAJANG,2020-04,GABAH KERING PANEN,4212,kaggle
KABUPATEN LUMAJANG,2020-04,JAGUNG PIPIL KERING,4415,kaggle
KABUPATEN LUMAJANG,2020-04,KEDELAI,0,kaggle
KABUPATEN JEMBER,2020-04,BERAS MEDIUM,8981,kaggle
KABUPATEN JEMBER,2020-04,BERAS PREMIUM,10000,kaggle
KABUPATEN JEMBER,2020-04,GABAH KERING GILING,5281,kaggle
KABUPATEN JEMBER,2020-04,GABAH KERING PANEN,4200,kaggle
KABUPATEN JEMBER,2020-04,JAGUNG PIPIL KERING,4025,kaggle
KABUPATEN JEMBER,2020-04,KEDELAI,0,kaggle
KABUPATEN BANYUWANGI,2020-04,BERAS MEDIUM,9061,kaggle
KABUPATEN BANYUWANGI,2020-04,BERAS PREMIUM,10000,kaggle
KABUPATEN BANYUWANGI,2020-04,GABAH KERING GILING,5275,kaggle
KABUPATEN BANYUWANGI,2020-04,GABAH KERING PANEN,4375,kaggle
KABUPATEN BANYUWANGI,2020-04,JAGUNG PIPIL KERING,3825,kaggle
KABUPATEN BANYUWANGI,2020-04,KEDELAI,6850,kaggle
KABUPATEN BONDOWOSO,2020-04,BERAS MEDIUM,9359,kaggle
KABUPATEN BONDOWOSO,2020-04,BERAS PREMIUM,10750,kaggle
KABUPATEN BONDOWOSO,2020-04,GABAH KERING GILING,5163,kaggle
KABUPATEN BONDOWOSO,2020-04,GABAH KERING PANEN,4169,kaggle
KABUPATEN BONDOWOSO,2020-04,JAGUNG PIPIL KERING,3813,kaggle
KABUPATEN BONDOWOSO,2020-04,KEDELAI,0,kaggle
KABUPATEN SITUBONDO,2020-04,BERAS MEDIUM,9395,kaggle
KABUPATEN SITUBONDO,2020-04,BERAS PREMIUM,10300,kaggle
KABUPATEN SITUBONDO,2020-04,GABAH KERING GILING,5148,kaggle
